"","uID","Season","Grid","Species","ID","Capture_type","Date_capture","Station","Trap_type","SVL_mm","Site","inundated","BA","Season.centred"
"1346",1346,2018.93150684932,"RE1","op","RE1-2440","Marked","13/12/2018","a2","Pitfall",56,"RE",0,0,-1.98379369713302
"1347",1347,2019.81369863014,"MP2","wm","","Observed","5/11/2019","d1","Pitfall",42,"MP",0,0,-1.10160191631121
"1348",1348,2018.93150684932,"RE1","op","RE1-2450","Marked","13/12/2018","a4","Pitfall",53,"RE",0,0,-1.98379369713302
"1350",1350,2018.93150684932,"RE1","op","RE1-2410","Marked","13/12/2018","a5","Pitfall",49.5,"RE",0,0,-1.98379369713302
"1351",1351,2018.93150684932,"RE1","op","RE1-(2)(2345)00","Marked","13/12/2018","c1","Pitfall",40,"RE",0,0,-1.98379369713302
"1353",1353,2018.93150684932,"RE1","op","RE1-3000","Marked","13/12/2018","c5","Pitfall",59,"RE",0,0,-1.98379369713302
"1354",1354,2018.93150684932,"RE1","op","RE1-(34)000","Marked","13/12/2018","e5","Pitfall",44,"RE",0,0,-1.98379369713302
"1355",1355,2018.93150684932,"RE1","op","RE1-0030","Marked","14/12/2018","a1","Pitfall",69,"RE",0,0,-1.98379369713302
"1356",1356,2018.93150684932,"RE1","op","RE1-0040b","Marked","14/12/2018","b2","Pitfall",60,"RE",0,0,-1.98379369713302
"1357",1357,2018.93150684932,"RE1","op","RE1-4450","Marked","14/12/2018","a3","Pitfall",49,"RE",0,0,-1.98379369713302
"1358",1358,2018.93150684932,"RE1","op","RE1-0015","Marked","14/12/2018","a4","Onduline",65,"RE",0,0,-1.98379369713302
"1359",1359,2018.93150684932,"RE1","op","RE1-4420","Marked","14/12/2018","a5","Pitfall",60,"RE",0,0,-1.98379369713302
"1361",1361,2018.93150684932,"RE1","op","RE1-2203","Marked","14/12/2018","c3","Pitfall",48,"RE",0,0,-1.98379369713302
"1362",1362,2018.93150684932,"RE1","op","RE1-2(2345)00","Marked","16/12/2018","b1","Pitfall",46,"RE",0,0,-1.98379369713302
"1363",1363,2018.93150684932,"RE1","op","RE1-044(14)","Marked","15/12/2018","a2","Pitfall",56,"RE",0,0,-1.98379369713302
"1364",1364,2018.93150684932,"RE1","op","RE1-5344","Marked","not recorded","","",42,"RE",0,0,-1.98379369713302
"1366",1366,2018.93150684932,"RE1","op","RE1-0040a","Marked","15/12/2018","a4","Pitfall",56,"RE",0,0,-1.98379369713302
"1368",1368,2018.93150684932,"RE1","op","RE1-2250","Marked","17/12/2018","a4","Pitfall",43,"RE",0,0,-1.98379369713302
"1369",1369,2018.93150684932,"RE1","op","RE1-0100","Marked","15/12/2018","d6","Pitfall",61,"RE",0,0,-1.98379369713302
"1370",1370,2018.93150684932,"RE1","op","RE1-3450","Marked","17/12/2018","a5","Pitfall",47,"RE",0,0,-1.98379369713302
"1376",1376,2018.93150684932,"RE2","op","RE2-0003f","Marked","29/11/2018","b1","Onduline",63,"RE",0,0,-1.98379369713302
"1377",1377,2018.93150684932,"RE2","wm","S4-RE2-A","Marked","29/11/2018","c1","Onduline",67,"RE",0,0,-1.98379369713302
"1382",1382,2018.93150684932,"RE2","op","RE2-0445p","Marked","29/11/2018","e4","Pitfall",50,"RE",0,0,-1.98379369713302
"1383",1383,2018.93150684932,"RE2","op","RE22-3504","Marked","29/11/2018","f6","Onduline",47,"RE",0,0,-1.98379369713302
"1395",1395,2018.93150684932,"RE2","op","RE2-0334","Marked","5/12/2018","a5","Pitfall",57,"RE",0,0,-1.98379369713302
"1396",1396,2018.93150684932,"RE2","op","RE2-0423","Marked","4/12/2018","b5","Onduline",57,"RE",0,0,-1.98379369713302
"1398",1398,2018.93150684932,"RE2","op","RE2-1052","Marked","5/12/2018","d6","Pitfall",55,"RE",0,0,-1.98379369713302
"1399",1399,2018.93150684932,"RE2","op","RE2-0435","Marked","5/12/2018","d4","Pitfall",51,"RE",0,0,-1.98379369713302
"1400",1400,2018.93150684932,"RE2","op","RE2-00(24)5","Marked","5/12/2018","c3","Pitfall",54,"RE",0,0,-1.98379369713302
"1401",1401,2018.93150684932,"RE2","op","RE2-0425b","Marked","5/12/2018","c2","Pitfall",49,"RE",0,0,-1.98379369713302
"1407",1407,2018.93150684932,"RE2","op","RE2-0(23)0(23)","Marked","6/12/2018","a5","Pitfall",54,"RE",0,0,-1.98379369713302
"1410",1410,2018.93150684932,"RE2","op","RE2-2000","Marked","6/12/2018","c3","Onduline",47,"RE",0,0,-1.98379369713302
"1411",1411,2018.93150684932,"RE2","op","RE2-2320","Marked","6/12/2018","a1","Onduline",51,"RE",0,0,-1.98379369713302
"1412",1412,2018.93150684932,"RE2","op","RE2-0425b","Marked","6/12/2018","c2","Pitfall",50,"RE",0,0,-1.98379369713302
"1414",1414,2018.93150684932,"RE2","op","RE2-2330","Marked","7/12/2018","d4","Pitfall",50,"RE",0,0,-1.98379369713302
"1416",1416,2018.93150684932,"RE2","op","RE2-2340j","Marked","7/12/2018","a6","Pitfall",45,"RE",0,0,-1.98379369713302
"1418",1418,2018.93150684932,"RE2","op","RE2-2430","Marked","12/12/2018","f1","Pitfall",37,"RE",0,0,-1.98379369713302
"1419",1419,2018.93150684932,"RE2","op","RE2-4430","Marked","13/12/2018","a6","Pitfall",57,"RE",0,0,-1.98379369713302
"1423",1423,2019.81369863014,"RE1","op","RE1-5250","Marked","29/10/2019","a1","Onduline",35,"RE",0,0,-1.10160191631121
"1424",1424,2019.81369863014,"RE1","op","RE1-5340","Marked","29/10/2019","a1","Onduline",39,"RE",0,0,-1.10160191631121
"1425",1425,2019.81369863014,"RE1","op","RE1-5320m","Marked","29/10/2019","b4","Onduline",53,"RE",0,0,-1.10160191631121
"1426",1426,2019.81369863014,"RE1","op","RE1-0035","Marked","29/10/2019","c4","Onduline",68,"RE",0,0,-1.10160191631121
"1427",1427,2019.81369863014,"RE1","op","RE1-2203","Marked","29/10/2019","e3","Onduline",59,"RE",0,0,-1.10160191631121
"1428",1428,2019.81369863014,"RE1","op","RE1-0453","Marked","2/11/2019","a1","Pitfall",57,"RE",0,0,-1.10160191631121
"1429",1429,2019.81369863014,"RE1","op","RE1-0452f","Marked","2/11/2019","b1","Pitfall",51,"RE",0,0,-1.10160191631121
"1430",1430,2019.81369863014,"RE1","op","RE1-0451","Marked","2/11/2019","b4","Pitfall",51,"RE",0,0,-1.10160191631121
"1431",1431,2019.81369863014,"RE1","op","RE1-5105","Marked","2/11/2019","b3","Pitfall",54,"RE",0,0,-1.10160191631121
"1432",1432,2019.81369863014,"RE1","op","RE1-01(34)0","Marked","2/11/2019","d3","Pitfall",67,"RE",0,0,-1.10160191631121
"1433",1433,2019.81369863014,"RE1","op","RE1-5102","Marked","2/11/2019","d3","Pitfall",56,"RE",0,0,-1.10160191631121
"1434",1434,2019.81369863014,"RE1","op","RE1-5103","Marked","2/11/2019","d3","Pitfall",54,"RE",0,0,-1.10160191631121
"1446",1446,2019.81369863014,"RE1","op","RE1-0431f","Marked","5/11/2019","d6","Onduline",58,"RE",0,0,-1.10160191631121
"1447",1447,2019.81369863014,"RE1","op","RE1-5100","Marked","5/11/2019","d4","Onduline",56,"RE",0,0,-1.10160191631121
"1448",1448,2019.81369863014,"RE1","op","RE1-0023","Marked","5/11/2019","c3","Pitfall",67,"RE",0,0,-1.10160191631121
"1449",1449,2019.81369863014,"RE1","op","RE1-5104","Marked","5/11/2019","a2","Pitfall",55,"RE",0,0,-1.10160191631121
"1450",1450,2019.81369863014,"RE1","op","RE1-4403","Marked","5/11/2019","b2","Pitfall",55,"RE",0,0,-1.10160191631121
"1451",1451,2019.81369863014,"RE2","op","RE2-5502op","Marked","24/10/2019","a6","Onduline",52,"RE",0,0,-1.10160191631121
"1453",1453,2019.81369863014,"RE2","op","RE2-5504","Marked","24/10/2019","e5","Onduline",62,"RE",0,0,-1.10160191631121
"1454",1454,2019.81369863014,"RE2","op","RE2-000(34)","Marked","24/10/2019","f5","Onduline",56,"RE",0,0,-1.10160191631121
"1455",1455,2019.81369863014,"RE2","op","RE2-5501jop","Marked","24/10/2019","f5","Onduline",41,"RE",0,0,-1.10160191631121
"1456",1456,2019.81369863014,"RE2","op","RE2-0005","Marked","24/10/2019","e6","Onduline",55,"RE",0,0,-1.10160191631121
"1457",1457,2019.81369863014,"RE2","op","RE2-0304f","Marked","24/10/2019","a3","Onduline",62,"RE",0,0,-1.10160191631121
"1459",1459,2019.81369863014,"RE2","op","RE2-5404","Marked","24/10/2019","e3","Onduline",42,"RE",0,0,-1.10160191631121
"1460",1460,2019.81369863014,"RE2","op","RE2-5415","Marked","24/10/2019","f4","Onduline",59,"RE",0,0,-1.10160191631121
"1463",1463,2019.81369863014,"RE2","wm","S5-RE2-1","Marked","24/10/2019","e1","Onduline",56,"RE",0,0,-1.10160191631121
"1464",1464,2019.81369863014,"RE2","op","RE2-(2345)52(12)","Marked","24/10/2019","b2","Onduline",62,"RE",0,0,-1.10160191631121
"1465",1465,2019.81369863014,"RE2","op","RE2-2320","Marked","24/10/2019","a1","Onduline",61,"RE",0,0,-1.10160191631121
"1466",1466,2019.81369863014,"RE2","op","RE2-5405","Marked","26/10/2019","a6","Pitfall",41,"RE",0,0,-1.10160191631121
"1470",1470,2019.81369863014,"RE2","op","RE2-5202","Marked","26/10/2019","b5","Pitfall",57,"RE",0,0,-1.10160191631121
"1471",1471,2019.81369863014,"RE2","op","RE2-0304","Marked","26/10/2019","a4","Pitfall",60,"RE",0,0,-1.10160191631121
"1474",1474,2019.81369863014,"RE2","op","RE2-00(34)1","Marked","26/10/2019","d3","Pitfall",53,"RE",0,0,-1.10160191631121
"1475",1475,2019.81369863014,"RE2","op","RE2-5204","Marked","26/10/2019","e4","Pitfall",58,"RE",0,0,-1.10160191631121
"1480",1480,2019.81369863014,"RE2","op","RE2-5230","Marked","29/10/2019","c5","Pitfall",58,"RE",0,0,-1.10160191631121
"1481",1481,2019.81369863014,"RE2","op","RE2-5240","Marked","29/10/2019","c2","Pitfall",41,"RE",0,0,-1.10160191631121
"1482",1482,2019.81369863014,"RE2","op","RE2-5330","Marked","2/11/2019","f6","Pitfall",48,"RE",0,0,-1.10160191631121
"1483",1483,2019.81369863014,"RE2","op","RE2-5302","Marked","2/11/2019","f6","Pitfall",41,"RE",0,0,-1.10160191631121
"1486",1486,2019.81369863014,"RE2","op","RE2-5304","Marked","2/11/2019","d5","Pitfall",45,"RE",0,0,-1.10160191631121
"1487",1487,2019.81369863014,"RE2","op","RE2-0454","Marked","2/11/2019","c4","Pitfall",59,"RE",0,0,-1.10160191631121
"1488",1488,2019.81369863014,"RE2","op","RE2-5301","Marked","2/11/2019","e4","Pitfall",61,"RE",0,0,-1.10160191631121
"1489",1489,2019.81369863014,"RE2","op","RE2-5305","Marked","2/11/2019","e4","Pitfall",56,"RE",0,0,-1.10160191631121
"1491",1491,2019.81369863014,"RE2","op","RE2-5210","Marked","2/11/2019","e2","Pitfall",45,"RE",0,0,-1.10160191631121
"1492",1492,2019.81369863014,"RE2","wm","S5-RE2-2","Marked","2/11/2019","d1","Onduline",72,"RE",0,0,-1.10160191631121
"1493",1493,2019.81369863014,"RE2","op","RE2-0455b","Marked","2/11/2019","d1","Pitfall",45,"RE",0,0,-1.10160191631121
"1580",1580,2018.93150684932,"RE2","wm","","Observed","29/11/2018","c1","Onduline",67,"RE",0,0,-1.98379369713302
"1644",1644,2018.93150684932,"RE1","op","","Observed","15/12/2018","a4","Pitfall",45,"RE",0,0,-1.98379369713302
"1658",1658,2020.16666666667,"RE1","wm","S6-RE1-1","Marked","1/03/2020","a1","Pitfall",64,"RE",0,0,-0.748633879781437
"1659",1659,2020.16666666667,"RE1","wm","S6-RE1-2","Marked","2/03/2020","a1","Pitfall",68,"RE",0,0,-0.748633879781437
"1661",1661,2020.16666666667,"RE1","op","RE1-0(25)00","Marked","2/03/2020","c5","Pitfall",60,"RE",0,0,-0.748633879781437
"1662",1662,2020.16666666667,"RE1","op","RE1-03(34)3","Marked","2/03/2020","c5","Pitfall",63,"RE",0,0,-0.748633879781437
"1664",1664,2020.16666666667,"RE1","op","RE1-(12)550","Marked","2/03/2020","c2","Pitfall",67,"RE",0,0,-0.748633879781437
"1670",1670,2020.16666666667,"RE1","op","RE1-0431m","Marked","3/03/2020","c6","Pitfall",65,"RE",0,0,-0.748633879781437
"1675",1675,2020.16666666667,"RE1","op","RE1-0451","Marked","4/03/2020","f4","Pitfall",58,"RE",0,0,-0.748633879781437
"1676",1676,2020.16666666667,"RE1","op","RE1-5103","Marked","4/03/2020","f4","Pitfall",61,"RE",0,0,-0.748633879781437
"1680",1680,2020.16666666667,"RE1","op","RE1-2005","Marked","5/03/2020","c1","Pitfall",65,"RE",0,0,-0.748633879781437
"1681",1681,2020.16666666667,"RE1","op","RE1-5250","Marked","5/03/2020","c1","Pitfall",51,"RE",0,0,-0.748633879781437
"1691",1691,2020.91530054645,"RE1","op","RE1-0054m","Marked","30/11/2020","a2","Pitfall",55,"RE",0,1,0
"1693",1693,2020.91530054645,"RE1","op","RE1-(23)003","Marked","30/11/2020","a2","Pitfall",58,"RE",0,1,0
"1694",1694,2020.91530054645,"RE1","op","RE1-(23)100","Marked","30/11/2020","a2","Onduline",68,"RE",0,1,0
"1695",1695,2020.91530054645,"RE1","op","RE1-(23)004","Marked","30/11/2020","a3","Pitfall",51,"RE",0,1,0
"1696",1696,2020.91530054645,"RE1","op","RE1-(24)203","Marked","30/11/2020","d3","Pitfall",68,"RE",0,1,0
"1697",1697,2020.91530054645,"RE1","op","RE1-5550op","Marked","30/11/2020","a1","Pitfall",62,"RE",0,1,0
"1699",1699,2020.91530054645,"RE1","wm","S7-RE1-1","Marked","1/12/2020","a4","Onduline",59,"RE",0,1,0
"1701",1701,2020.91530054645,"RE1","wm","S7-RE1-2","Marked","1/12/2020","a5","Onduline",61,"RE",0,1,0
"1705",1705,2020.91530054645,"RE1","op","RE1-00(12)3","Marked","1/12/2020","b3","Pitfall",67,"RE",0,1,0
"1706",1706,2020.91530054645,"RE1","op","RE1-2(15)00","Marked","1/12/2020","b2","Pitfall",51,"RE",0,1,0
"1707",1707,2020.91530054645,"RE1","op","RE1-5320f","Marked","1/12/2020","a5","Pitfall",62,"RE",0,1,0
"1715",1715,2020.91530054645,"RE1","op","RE1-0040b","Marked","2/12/2020","a2","Pitfall",62,"RE",0,1,0
"1716",1716,2020.91530054645,"RE1","op","RE1-(23)000","Marked","2/12/2020","b1","Pitfall",39,"RE",0,1,0
"1718",1718,2020.91530054645,"RE1","op","RE1-(23)200","Marked","2/12/2020","b1","Pitfall",53,"RE",0,1,0
"1721",1721,2020.91530054645,"RE1","op","RE1-04(15)0","Marked","2/12/2020","a1","Pitfall",63,"RE",0,1,0
"1722",1722,2020.91530054645,"RE1","op","RE1-0431f","Marked","2/12/2020","d6","Pitfall",63,"RE",0,1,0
"1723",1723,2020.91530054645,"RE1","op","RE1-(23)003","Marked","2/12/2020","a2","Onduline",58,"RE",0,1,0
"1724",1724,2020.91530054645,"RE1","op","RE1-2(15)00","Marked","2/12/2020","a2","Pitfall",51,"RE",0,1,0
"1733",1733,2020.91530054645,"RE1","op","RE1-0(12345)00","Marked","3/12/2020","d5","Pitfall",53,"RE",0,1,0
"1734",1734,2020.91530054645,"RE1","op","RE1-(23)004","Marked","3/12/2020","a4","Pitfall",53,"RE",0,1,0
"1737",1737,2020.91530054645,"RE1","op","RE1-(23)040","Marked","3/12/2020","a6","Pitfall",63,"RE",0,1,0
"1738",1738,2020.91530054645,"RE1","op","RE1-0205","Marked","3/12/2020","a5","Pitfall",68,"RE",0,1,0
"1739",1739,2020.91530054645,"RE1","op","RE1-0241","Marked","3/12/2020","a1","Pitfall",53,"RE",0,1,0
"1740",1740,2020.91530054645,"RE1","op","RE1-0400","Marked","3/12/2020","c6","Pitfall",60,"RE",0,1,0
"1741",1741,2020.91530054645,"RE1","op","RE1-0503","Marked","3/12/2020","c4","Pitfall",61,"RE",0,1,0
"1743",1743,2020.91530054645,"RE1","op","RE1-(25)000","Marked","3/12/2020","d5","Pitfall",65,"RE",0,1,0
"1748",1748,2021.22739726027,"RE1","wm","S8-RE1-1","Marked","23/03/2021","b5","Pitfall",57,"RE",0,1,0.312096713825895
"1752",1752,2021.22739726027,"RE1","wm","S8-RE1-2","Marked","24/03/2021","c5","Pitfall",67,"RE",0,1,0.312096713825895
"1753",1753,2021.22739726027,"RE1","op","RE1-0035","Marked","24/03/2021","b4","Pitfall",70,"RE",0,1,0.312096713825895
"1754",1754,2021.22739726027,"RE1","op","RE1-(35)200","Marked","24/03/2021","a1","Pitfall",57,"RE",0,1,0.312096713825895
"1755",1755,2021.22739726027,"RE1","op","RE1-3200","Marked","24/03/2021","b1","Pitfall",57,"RE",0,1,0.312096713825895
"1756",1756,2021.22739726027,"RE1","op","RE1-5550op","Marked","24/03/2021","b1","Pitfall",61,"RE",0,1,0.312096713825895
"1757",1757,2021.22739726027,"RE1","wm","S8-RE1-3","Marked","25/03/2021","b2","Pitfall",55,"RE",0,1,0.312096713825895
"1759",1759,2021.22739726027,"RE1","op","RE1-003(24)","Marked","25/03/2021","a2","Pitfall",45,"RE",0,1,0.312096713825895
"1760",1760,2021.22739726027,"RE1","op","RE1-003(25)","Marked","25/03/2021","b3","Pitfall",61,"RE",0,1,0.312096713825895
"1761",1761,2021.22739726027,"RE1","op","RE1-00(24)51","Marked","25/03/2021","b3","Pitfall",54,"RE",0,1,0.312096713825895
"1762",1762,2021.22739726027,"RE1","op","RE1-0241","Marked","25/03/2021","b1","Pitfall",56,"RE",0,1,0.312096713825895
"1763",1763,2021.22739726027,"RE1","op","RE1-03(24)0","Marked","25/03/2021","b1","Pitfall",54,"RE",0,1,0.312096713825895
"1764",1764,2021.22739726027,"RE1","op","RE1-(24)200 ","Marked","25/03/2021","b3","Pitfall",59,"RE",0,1,0.312096713825895
"1765",1765,2021.22739726027,"RE1","op","RE1-(25)500","Marked","25/03/2021","c1","Pitfall",60,"RE",0,1,0.312096713825895
"1766",1766,2021.22739726027,"RE1","op","RE1-2(24)00","Marked","25/03/2021","b1","Pitfall",53,"RE",0,1,0.312096713825895
"1767",1767,2021.22739726027,"RE1","op","RE1-3(24)00","Marked","25/03/2021","b1","Pitfall",48,"RE",0,1,0.312096713825895
"1768",1768,2021.22739726027,"RE1","op","","Observed","25/03/2021","e5","Pitfall",51,"RE",0,1,0.312096713825895
"1771",1771,2021.22739726027,"RE1","op","RE1-0035","Marked","26/03/2021","b4","Pitfall",70,"RE",0,1,0.312096713825895
"1773",1773,2021.22739726027,"RE1","op","RE1-0(24)(24)0","Marked","26/03/2021","b1","Pitfall",60,"RE",0,1,0.312096713825895
"1774",1774,2021.22739726027,"RE1","op","RE1-0(24)30 ","Marked","26/03/2021","c2","Pitfall",45,"RE",0,1,0.312096713825895
"1775",1775,2021.22739726027,"RE1","op","RE1-(25)00(25) ","Marked","26/03/2021","b4","Pitfall",65,"RE",0,1,0.312096713825895
"1776",1776,2021.22739726027,"RE1","op","RE1-(25)004","Marked","26/03/2021","a4","Pitfall",55,"RE",0,1,0.312096713825895
"1777",1777,2021.22739726027,"RE1","op","RE1-(25)030","Marked","26/03/2021","b4","Pitfall",58,"RE",0,1,0.312096713825895
"1778",1778,2021.22739726027,"RE1","op","RE1-2(24)20 ","Marked","26/03/2021","b3","Pitfall",57,"RE",0,1,0.312096713825895
"1779",1779,2021.22739726027,"RE1","op","RE1-2005","Marked","26/03/2021","d2","Pitfall",67,"RE",0,1,0.312096713825895
"1782",1782,2021.22739726027,"RE1","op","RE1-0(35)40","Marked","27/03/2021","b2","Pitfall",61,"RE",0,1,0.312096713825895
"1783",1783,2021.22739726027,"RE1","op","RE1-(23)000","Marked","27/03/2021","c1","Pitfall",51,"RE",0,1,0.312096713825895
"1784",1784,2021.22739726027,"RE1","op","RE1-(24)330","Marked","27/03/2021","a4","Pitfall",60,"RE",0,1,0.312096713825895
"1785",1785,2021.22739726027,"RE1","op","RE1-(24)430","Marked","27/03/2021","a5","Pitfall",53,"RE",0,1,0.312096713825895
"1786",1786,2021.22739726027,"RE1","op","RE1-(25)00(25)","Marked","27/03/2021","a4","Pitfall",65,"RE",0,1,0.312096713825895
"1790",1790,2021.22739726027,"RE1","op","RE1-3(24)00","Marked","27/03/2021","b1","Pitfall",48,"RE",0,1,0.312096713825895
"1806",1806,2020.16666666667,"RE2","op","RE2-5500","Marked","2/03/2020","a5","Pitfall",63,"RE",0,0,-0.748633879781437
"1815",1815,2020.16666666667,"RE2","op","RE2-5510","Marked","3/03/2020","d1","Pitfall",53,"RE",0,0,-0.748633879781437
"1818",1818,2020.16666666667,"RE2","op","RE2-0005","Marked","4/03/2020","a5","Pitfall",37,"RE",0,0,-0.748633879781437
"1821",1821,2020.16666666667,"RE2","op","RE2-5504","Marked","4/03/2020","f5","Onduline",68,"RE",0,0,-0.748633879781437
"1827",1827,2020.91530054645,"RE2","op","RE2-0222","Marked","29/11/2020","a4","Onduline",58,"RE",0,1,0
"1836",1836,2020.91530054645,"RE2","op","RE2-(23)001","Marked","30/11/2020","b1","Pitfall",65,"RE",0,1,0
"1838",1838,2020.91530054645,"RE2","op","RE2-3000","Marked","30/11/2020","f2","Onduline",56,"RE",0,1,0
"1839",1839,2020.91530054645,"RE2","op","RE2-0300op","Marked","1/12/2020","a5","Onduline",62,"RE",0,1,0
"1840",1840,2020.91530054645,"RE2","op","RE2-(23)200","Marked","1/12/2020","d5","Onduline",60,"RE",0,1,0
"1855",1855,2021.22739726027,"RE2","wm","S8-RE2-1","Marked","23/03/2021","a1","Onduline",64,"RE",0,1,0.312096713825895
"1858",1858,2021.22739726027,"RE2","wm","S8-RE2-2","Marked","23/03/2021","a2","Onduline",70,"RE",0,1,0.312096713825895
"1860",1860,2021.22739726027,"RE2","wm","S8-RE2-3","Marked","23/03/2021","","Onduline",66,"RE",0,1,0.312096713825895
"1864",1864,2021.22739726027,"RE2","op","RE2-300(35)","Marked","23/03/2021","d1","Pitfall",53,"RE",0,1,0.312096713825895
"1865",1865,2021.22739726027,"RE2","wm","S8-RE2-1","Marked","24/03/2021","b1","Onduline",64,"RE",0,1,0.312096713825895
"1867",1867,2021.22739726027,"RE2","op","RE2-0(35)03","Marked","24/03/2021","f1","Onduline",53,"RE",0,1,0.312096713825895
"1875",1875,2021.22739726027,"RE2","op","RE2-0(24)(24)0 ","Marked","26/03/2021","","Pitfall",54,"RE",0,1,0.312096713825895
"1880",1880,2021.22739726027,"RE2","op","RE2-(23)440","Marked","27/03/2021","c1","Pitfall",35,"RE",0,1,0.312096713825895
"1882",1882,2021.22739726027,"RE2","op","RE2-2(35)04","Marked","27/03/2021","c2","Pitfall",64,"RE",0,1,0.312096713825895
"1883",1883,2021.22739726027,"RE2","op","RE2-2(35)30","Marked","27/03/2021","a4","Pitfall",55,"RE",0,1,0.312096713825895
"1884",1884,2021.22739726027,"RE2","op","RE2-23(24)0","Marked","27/03/2021","a1","Pitfall",65,"RE",0,1,0.312096713825895
"1887",1887,2021.22739726027,"RE2","op","RE2-300(35)","Marked","27/03/2021","a4","Pitfall",53,"RE",0,1,0.312096713825895
"1888",1888,2021.22739726027,"RE2","op","RE2-40(35)4","Marked","27/03/2021","d4","Pitfall",65,"RE",0,1,0.312096713825895
